"Identifier","Coordinate","Family","Common_Name","SubCellular","SubOrganellar"
"AT5G06839","p01-r06-c11","bZIP","bZIP65","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G06839","p01-r06-c12","bZIP","bZIP65","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G11880","p01-r06-c13","MADS","AGL14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G11880","p01-r06-c14","MADS","AGL14","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G48000","p01-r06-c15","MYB","MYB112","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G48000","p01-r06-c16","MYB","MYB112","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G57230","p01-r06-c17","MADS","AGL16","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G57230","p01-r06-c18","MADS","AGL16","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G25340","p01-r06-c19","MYB","AtMYB116","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G25340","p01-r06-c20","MYB","AtMYB116","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G22630","p01-r06-c21","MADS","AGL17","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G22630","p01-r06-c22","MADS","AGL17","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G27785","p01-r06-c23","MYB","MYB118","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G27785","p01-r06-c24","MYB","MYB118","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G10140","p01-r06-c25","MADS","FLC","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G10140","p01-r06-c26","MADS","FLC","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G30210","p01-r06-c27","MYB","MYB121","Nucleus","Chromosome"
"AT3G30210","p01-r06-c28","MYB","MYB121","Nucleus","Chromosome"
"AT5G65050","p01-r06-c29","MADS","MAF2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G65050","p01-r06-c30","MADS","MAF2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G35550","p01-r06-c31","MYB","TT2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G35550","p01-r06-c32","MYB","TT2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G23260","p01-r06-c33","MADS","TT16","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G23260","p01-r06-c34","MADS","TT16","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G02320","p01-r06-c35","MYB","ATMYB3R5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G02320","p01-r06-c36","MYB","ATMYB3R5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G62165","p01-r06-c37","MADS","AGL42","Nucleus","Chromosome"
"AT5G62165","p01-r06-c38","MADS","AGL42","Nucleus","Chromosome"
"AT5G62320","p01-r06-c39","MYB","ATMYB99","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G62320","p01-r06-c40","MYB","ATMYB99","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G40220","p01-r06-c41","MADS","AGL43","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G40220","p01-r06-c42","MADS","AGL43","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G36890","p01-r06-c43","MYB","RAX2","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT2G36890","p01-r06-c44","MYB","RAX2","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT5G39750","p01-r06-c45","MADS","EMB3008","Nucleus","Chromosome"
"AT5G39750","p01-r06-c46","MADS","EMB3008","Nucleus","Chromosome"
"AT4G25560","p01-r06-c47","MYB","AtMYB18","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G25560","p01-r06-c48","MYB","AtMYB18","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G67300","p01-r07-c01","MYB","MYBR1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G67300","p01-r07-c02","MYB","MYBR1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G06960","p01-r07-c03","bZIP","OBF5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G06960","p01-r07-c04","bZIP","OBF5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G30080","p01-r07-c05","ARF","ARF16","Nucleus","Chromosome"
"AT4G30080","p01-r07-c06","ARF","ARF16","Nucleus","Chromosome"
"AT4G13980","p01-r07-c07","HSF","AT-HSFA5","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT4G13980","p01-r07-c08","HSF","AT-HSFA5","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT5G08520","p01-r07-c09","MYB","AT5G08520","Nucleus","Chromosome"
"AT5G08520","p01-r07-c10","MYB","AT5G08520","Nucleus","Chromosome"
"AT3G17860","p01-r07-c11","ZIM","JAZ3","Nucleus","Chromosome"
"AT3G17860","p01-r07-c12","ZIM","JAZ3","Nucleus","Chromosome"
"AT3G14180","p01-r07-c13","TRIHELIX","ASIL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G14180","p01-r07-c14","TRIHELIX","ASIL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G28140","p01-r07-c15","AP2-EREBP","AT4G28140","Nucleus","Chromosome"
"AT4G28140","p01-r07-c16","AP2-EREBP","AT4G28140","Nucleus","Chromosome"
"AT1G42990","p01-r07-c17","bZIP","ATBZIP60","Nucleus","Nucleus, nucleolus"
"AT1G42990","p01-r07-c18","bZIP","ATBZIP60","Nucleus","Nucleus, nucleolus"
"AT3G50060","p01-r07-c19","MYB","MYB77","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G50060","p01-r07-c20","MYB","MYB77","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G10240","p01-r07-c21","Orphans","bbx23","Nucleus","Chromosome"
"AT4G10240","p01-r07-c22","Orphans","bbx23","Nucleus","Chromosome"
"AT2G39900","p01-r07-c23","LIM","WLIM2a","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G39900","p01-r07-c24","LIM","WLIM2a","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G46270","p01-r07-c25","bZIP","GBF3","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G46270","p01-r07-c26","bZIP","GBF3","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G02590","p01-r07-c27","bHLH","UNE12","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G02590","p01-r07-c28","bHLH","UNE12","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G29190","p01-r07-c29","C3H","AtC3H49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G29190","p01-r07-c30","C3H","AtC3H49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G18020","p01-r07-c31","ARR-B","PRR2","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT4G18020","p01-r07-c32","ARR-B","PRR2","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT4G27410","p01-r07-c33","NAC","AtRD26","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G27410","p01-r07-c34","NAC","AtRD26","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G14410","p01-r07-c35","bHLH","bHLH104","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G14410","p01-r07-c36","bHLH","bHLH104","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT3G10480","p01-r07-c37","NAC","ANAC050","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G10480","p01-r07-c38","NAC","ANAC050","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G00180","p01-r07-c39","C2C2-YABBY","YAB3","Nucleus","Chromosome"
"AT4G00180","p01-r07-c40","C2C2-YABBY","YAB3","Nucleus","Chromosome"
"AT1G68550","p01-r07-c41","AP2-EREBP","CRF10","Nucleus","Chromosome"
"AT1G68550","p01-r07-c42","AP2-EREBP","CRF10","Nucleus","Chromosome"
"AT1G04990","p01-r07-c43","C3H","AT1G04990","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G04990","p01-r07-c44","C3H","AT1G04990","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G41835","p01-r07-c45","C2H2","AT2G41835","Nucleus","Chromosome"
"AT2G41835","p01-r07-c46","C2H2","AT2G41835","Nucleus","Chromosome"
"AT3G13350","p01-r07-c47","ARID","AT3G13350","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G13350","p01-r07-c48","ARID","AT3G13350","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G67300","p01-r08-c01","MYB","MYBR1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G67300","p01-r08-c02","MYB","MYBR1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G06960","p01-r08-c03","bZIP","OBF5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G06960","p01-r08-c04","bZIP","OBF5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G30080","p01-r08-c05","ARF","ARF16","Nucleus","Chromosome"
"AT4G30080","p01-r08-c06","ARF","ARF16","Nucleus","Chromosome"
"AT4G13980","p01-r08-c07","HSF","AT-HSFA5","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT4G13980","p01-r08-c08","HSF","AT-HSFA5","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT5G08520","p01-r08-c09","MYB","AT5G08520","Nucleus","Chromosome"
"AT5G08520","p01-r08-c10","MYB","AT5G08520","Nucleus","Chromosome"
"AT3G17860","p01-r08-c11","ZIM","JAZ3","Nucleus","Chromosome"
"AT3G17860","p01-r08-c12","ZIM","JAZ3","Nucleus","Chromosome"
"AT3G14180","p01-r08-c13","TRIHELIX","ASIL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G14180","p01-r08-c14","TRIHELIX","ASIL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G28140","p01-r08-c15","AP2-EREBP","AT4G28140","Nucleus","Chromosome"
"AT4G28140","p01-r08-c16","AP2-EREBP","AT4G28140","Nucleus","Chromosome"
"AT1G42990","p01-r08-c17","bZIP","ATBZIP60","Nucleus","Nucleus, nucleolus"
"AT1G42990","p01-r08-c18","bZIP","ATBZIP60","Nucleus","Nucleus, nucleolus"
"AT3G50060","p01-r08-c19","MYB","MYB77","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G50060","p01-r08-c20","MYB","MYB77","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G10240","p01-r08-c21","Orphans","bbx23","Nucleus","Chromosome"
"AT4G10240","p01-r08-c22","Orphans","bbx23","Nucleus","Chromosome"
"AT2G39900","p01-r08-c23","LIM","WLIM2a","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G39900","p01-r08-c24","LIM","WLIM2a","Cytoplasm","Cytoplasm, cytoskeleton"
"AT2G46270","p01-r08-c25","bZIP","GBF3","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G46270","p01-r08-c26","bZIP","GBF3","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G02590","p01-r08-c27","bHLH","UNE12","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G02590","p01-r08-c28","bHLH","UNE12","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G29190","p01-r08-c29","C3H","AtC3H49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G29190","p01-r08-c30","C3H","AtC3H49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G18020","p01-r08-c31","ARR-B","PRR2","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT4G18020","p01-r08-c32","ARR-B","PRR2","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT4G27410","p01-r08-c33","NAC","AtRD26","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G27410","p01-r08-c34","NAC","AtRD26","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G14410","p01-r08-c35","bHLH","bHLH104","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G14410","p01-r08-c36","bHLH","bHLH104","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT3G10480","p01-r08-c37","NAC","ANAC050","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G10480","p01-r08-c38","NAC","ANAC050","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G00180","p01-r08-c39","C2C2-YABBY","YAB3","Nucleus","Chromosome"
"AT4G00180","p01-r08-c40","C2C2-YABBY","YAB3","Nucleus","Chromosome"
"AT1G68550","p01-r08-c41","AP2-EREBP","CRF10","Nucleus","Chromosome"
"AT1G68550","p01-r08-c42","AP2-EREBP","CRF10","Nucleus","Chromosome"
"AT1G04990","p01-r08-c43","C3H","AT1G04990","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G04990","p01-r08-c44","C3H","AT1G04990","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G41835","p01-r08-c45","C2H2","AT2G41835","Nucleus","Chromosome"
"AT2G41835","p01-r08-c46","C2H2","AT2G41835","Nucleus","Chromosome"
"AT3G13350","p01-r08-c47","ARID","AT3G13350","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G13350","p01-r08-c48","ARID","AT3G13350","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G09530","p01-r09-c01","bHLH","PIF3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G09530","p01-r09-c02","bHLH","PIF3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G71450","p01-r09-c03","AP2-EREBP","FUF1","Nucleus","Chromosome"
"AT1G71450","p01-r09-c04","AP2-EREBP","FUF1","Nucleus","Chromosome"
"AT3G05200","p01-r09-c05","ND","ATL6","Membrane","Cell membrane"
"AT3G05200","p01-r09-c06","ND","ATL6","Membrane","Cell membrane"
"AT5G01200","p01-r09-c07","MYB","AT5G01200","Nucleus","Chromosome"
"AT5G01200","p01-r09-c08","MYB","AT5G01200","Nucleus","Chromosome"
"AT2G42360","p01-r09-c09","ND","AT2G42360","Endoplasmic","Endoplasmic reticulum membrane"
"AT2G42360","p01-r09-c10","ND","AT2G42360","Endoplasmic","Endoplasmic reticulum membrane"
"AT3G10590","p01-r09-c11","MYB","AT3G10590","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G10590","p01-r09-c12","MYB","AT3G10590","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G11680","p01-r09-c13","ND","AT4G11680","Endoplasmic","Endoplasmic reticulum membrane"
"AT4G11680","p01-r09-c14","ND","AT4G11680","Endoplasmic","Endoplasmic reticulum membrane"
"AT3G61250","p01-r09-c15","MYB","LMI2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G61250","p01-r09-c16","MYB","LMI2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G63840","p01-r09-c17","ND","AT1G63840","Endoplasmic","Endoplasmic reticulum membrane"
"AT1G63840","p01-r09-c18","ND","AT1G63840","Endoplasmic","Endoplasmic reticulum membrane"
"AT3G10580","p01-r09-c19","MYB-related","AT3G10580","Nucleus","Chromosome"
"AT3G10580","p01-r09-c20","MYB-related","AT3G10580","Nucleus","Chromosome"
"AT2G20180","p01-r09-c21","bHLH","PIF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G20180","p01-r09-c22","bHLH","PIF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G71030","p01-r09-c23","MYB-related","ATMYBL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G71030","p01-r09-c24","MYB-related","ATMYBL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G22750","p01-r09-c25","bHLH","AT2G22750","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT2G22750","p01-r09-c26","bHLH","AT2G22750","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT5G26660","p01-r09-c27","MYB","ATMYB86","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G26660","p01-r09-c28","MYB","ATMYB86","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G37730","p01-r09-c29","bZIP","AtbZIP7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G37730","p01-r09-c30","bZIP","AtbZIP7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G11250","p01-r09-c31","MADS","AGL52","Nucleus","Chromosome"
"AT4G11250","p01-r09-c32","MADS","AGL52","Nucleus","Chromosome"
"AT5G24800","p01-r09-c33","bZIP","BZIP9","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT5G24800","p01-r09-c34","bZIP","BZIP9","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT5G41200","p01-r09-c35","MADS","AGL75","Nucleus","Chromosome"
"AT5G41200","p01-r09-c36","MADS","AGL75","Nucleus","Chromosome"
"AT2G22760","p01-r09-c37","bHLH","AT2G22760","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G22760","p01-r09-c38","bHLH","AT2G22760","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G65330","p01-r09-c39","MADS","PHE1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G65330","p01-r09-c40","MADS","PHE1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G10030","p01-r09-c41","bZIP","TGA4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G10030","p01-r09-c42","bZIP","TGA4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G13450","p01-r09-c43","TRIHELIX","GT-1","Nucleus","Chromosome"
"AT1G13450","p01-r09-c44","TRIHELIX","GT-1","Nucleus","Chromosome"
"AT4G36900","p01-r09-c45","AP2-EREBP","RAP2.10","Nucleus","Chromosome"
"AT4G36900","p01-r09-c46","AP2-EREBP","RAP2.10","Nucleus","Chromosome"
"AT1G49560","p01-r09-c47","G2-like","AT1G49560","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G49560","p01-r09-c48","G2-like","AT1G49560","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G09530","p01-r10-c01","bHLH","PIF3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G09530","p01-r10-c02","bHLH","PIF3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G71450","p01-r10-c03","AP2-EREBP","FUF1","Nucleus","Chromosome"
"AT1G71450","p01-r10-c04","AP2-EREBP","FUF1","Nucleus","Chromosome"
"AT3G05200","p01-r10-c05","ND","ATL6","Membrane","Cell membrane"
"AT3G05200","p01-r10-c06","ND","ATL6","Membrane","Cell membrane"
"AT5G01200","p01-r10-c07","MYB","AT5G01200","Nucleus","Chromosome"
"AT5G01200","p01-r10-c08","MYB","AT5G01200","Nucleus","Chromosome"
"AT2G42360","p01-r10-c09","ND","AT2G42360","Endoplasmic","Endoplasmic reticulum membrane"
"AT2G42360","p01-r10-c10","ND","AT2G42360","Endoplasmic","Endoplasmic reticulum membrane"
"AT3G10590","p01-r10-c11","MYB","AT3G10590","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G10590","p01-r10-c12","MYB","AT3G10590","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G11680","p01-r10-c13","ND","AT4G11680","Endoplasmic","Endoplasmic reticulum membrane"
"AT4G11680","p01-r10-c14","ND","AT4G11680","Endoplasmic","Endoplasmic reticulum membrane"
"AT3G61250","p01-r10-c15","MYB","LMI2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G61250","p01-r10-c16","MYB","LMI2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G63840","p01-r10-c17","ND","AT1G63840","Endoplasmic","Endoplasmic reticulum membrane"
"AT1G63840","p01-r10-c18","ND","AT1G63840","Endoplasmic","Endoplasmic reticulum membrane"
"AT3G10580","p01-r10-c19","MYB-related","AT3G10580","Nucleus","Chromosome"
"AT3G10580","p01-r10-c20","MYB-related","AT3G10580","Nucleus","Chromosome"
"AT2G20180","p01-r10-c21","bHLH","PIF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G20180","p01-r10-c22","bHLH","PIF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G71030","p01-r10-c23","MYB-related","ATMYBL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G71030","p01-r10-c24","MYB-related","ATMYBL2","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G22750","p01-r10-c25","bHLH","AT2G22750","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT2G22750","p01-r10-c26","bHLH","AT2G22750","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT5G26660","p01-r10-c27","MYB","ATMYB86","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G26660","p01-r10-c28","MYB","ATMYB86","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G37730","p01-r10-c29","bZIP","AtbZIP7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G37730","p01-r10-c30","bZIP","AtbZIP7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G11250","p01-r10-c31","MADS","AGL52","Nucleus","Chromosome"
"AT4G11250","p01-r10-c32","MADS","AGL52","Nucleus","Chromosome"
"AT5G24800","p01-r10-c33","bZIP","BZIP9","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT5G24800","p01-r10-c34","bZIP","BZIP9","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT5G41200","p01-r10-c35","MADS","AGL75","Nucleus","Chromosome"
"AT5G41200","p01-r10-c36","MADS","AGL75","Nucleus","Chromosome"
"AT2G22760","p01-r10-c37","bHLH","AT2G22760","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G22760","p01-r10-c38","bHLH","AT2G22760","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G65330","p01-r10-c39","MADS","PHE1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G65330","p01-r10-c40","MADS","PHE1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G10030","p01-r10-c41","bZIP","TGA4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G10030","p01-r10-c42","bZIP","TGA4","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G13450","p01-r10-c43","TRIHELIX","GT-1","Nucleus","Chromosome"
"AT1G13450","p01-r10-c44","TRIHELIX","GT-1","Nucleus","Chromosome"
"AT4G36900","p01-r10-c45","AP2-EREBP","RAP2.10","Nucleus","Chromosome"
"AT4G36900","p01-r10-c46","AP2-EREBP","RAP2.10","Nucleus","Chromosome"
"AT1G49560","p01-r10-c47","G2-like","AT1G49560","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G49560","p01-r10-c48","G2-like","AT1G49560","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G39760","p01-r11-c01","zf-HD","ZHD10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G39760","p01-r11-c02","zf-HD","ZHD10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G52010","p01-r11-c03","C2H2","AT5G52010","Plastid","Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
"AT5G52010","p01-r11-c04","C2H2","AT5G52010","Plastid","Plastid, chloroplast stroma; Plastid, chloroplast thylakoid membrane"
"AT2G44150","p01-r11-c05","SET","SDG7","Nucleus","Chromosome"
"AT2G44150","p01-r11-c06","SET","SDG7","Nucleus","Chromosome"
"AT3G12480","p01-r11-c07","CCAAT","NF-YC11","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G12480","p01-r11-c08","CCAAT","NF-YC11","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G50420","p01-r11-c09","GRAS","SCL3","Nucleus","Chromosome"
"AT1G50420","p01-r11-c10","GRAS","SCL3","Nucleus","Chromosome"
"AT5G03740","p01-r11-c11","C2H2","HD2C","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G03740","p01-r11-c12","C2H2","HD2C","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G44260","p01-r11-c13","C3H","AtTZF5","Nucleus","Chromosome"
"AT5G44260","p01-r11-c14","C3H","AtTZF5","Nucleus","Chromosome"
"AT1G14920","p01-r11-c15","GRAS","RGA2","Nucleus","Nucleus, nucleolus; Chromosome"
